,Unnamed: 0,Sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,State Description,longitude,latitude,loc_clusters,img,,,,,,,,,,,,,,,,,,,,,name,,,,,latitude,,longitude
52,52,52,Southern,Goa,Goa,Calangute Beach,Beach,Unknown,2,4.4,0,Yes,,Scenic,Yes,0.26,Evening,"Renowned for its beaches, Portuguese architecture, and nightlife.",73.7519,23.0994,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTC2ItyGU9lfmmGLZZZVWcuDk5MG_eohDQKolJudyQcDvSX-YvbOXj4IbPM1w&s,,,,,,,,,,,,,,,,,,,,,Calangute Beach,,,,,,,
53,53,53,Southern,Goa,Goa,Basilica of Bom Jesus,Church,1605,1,4.5,0,Yes,,Historical,Yes,0.59,Afternoon,"Renowned for its beaches, Portuguese architecture, and nightlife.",73.7415,23.145,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEcECG2wC6NYGwpSr7zNNYeT_4QNoz82exg24tjYG1SGFIDhi9l4wuEyc3AQ&s,,,,,,,,,,,,,,,,,,,,,Basilica of Bom Jesus,,,,,,,
54,54,54,Southern,Goa,Goa,Fort Aguada,Fort,1612,1.5,4.2,0,Yes,,Historical,Yes,0.95,Morning,"Renowned for its beaches, Portuguese architecture, and nightlife.",73.7542,23.2624,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQYMX1ALZZzR1AgwryupXXzFyLAhIRQcLqI0xHnZUX1zNMefnpLZNLkpu7jgM&s,,,,,,,,,,,,,,,,,,,,,Fort Aguada,,,,,,,
55,55,55,Southern,Goa,Goa,Dudhsagar Falls,Waterfall,Unknown,3,4.6,500,Yes,,Nature,Yes,0.3,Afternoon,"Renowned for its beaches, Portuguese architecture, and nightlife.",74.233,23.1058,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-XWjNrG84fzymR_nBtEs11DFbja0kj50oN97Bwdb4T7KAmrsrwseeAiExPV8&s,,,,,,,,,,,,,,,,,,,,,Dudhsagar Falls,,,,,,,
56,56,56,Southern,Goa,Goa,Anjuna Beach,Beach,Unknown,2,4.4,0,Yes,,Scenic,Yes,0.18,Evening,"Renowned for its beaches, Portuguese architecture, and nightlife.",73.7513,23.6824,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFAVzDCnGF3a3o-FVOz_LTQ8XkVndRSTDuS1K7egqzfzU9qTpdcQYRMl9lltY&s,,,,,,,,,,,,,,,,,,,,,Anjuna Beach,,,,,,,
57,57,57,Southern,Goa,Goa,Chapora Fort,Fort,1617,1,4.2,0,Yes,,Historical,Yes,0.19,Evening,"Renowned for its beaches, Portuguese architecture, and nightlife.",73.7461,23.6442,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpULDNY7YCRf5Bl_d1Hpp7LwR5JEarGlYIZKTz1_PMWFanaJi_gsBgousngQ&s,,,,,,,,,,,,,,,,,,,,,Chapora Fort,,,,,,,
58,58,58,Southern,Goa,Goa,Se Cathedral,Church,1640,1,4.5,0,Yes,,Historical,Yes,0.05,Afternoon,"Renowned for its beaches, Portuguese architecture, and nightlife.",73.8983,23.2763,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJSHm1vRsVygO_0s95InF-N5mbP75MaP0gtfxn4aPsXKY1XlRnI7O9DDmi76I&s,,,,,,,,,,,,,,,,,,,,,Se Cathedral,,,,,,,
59,59,59,Southern,Goa,Goa,Baga Beach,Beach,Unknown,2,4.5,0,Yes,,Scenic,Yes,0.35,Evening,"Renowned for its beaches, Portuguese architecture, and nightlife.",73.751,22.0599,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRU3VDalPxdWX2vpJsYF5DVK93Gq18G_V-oKKg8zYmkjPox2MBhMEnnTIEQKA&s,,,,,,,,,,,,,,,,,,,,,Baga Beach,,,,,,,
60,60,60,Southern,Goa,Goa,Arambol Beach,Beach,Unknown,2,4.6,0,Yes,,Scenic,Yes,0.1,Evening,"Renowned for its beaches, Portuguese architecture, and nightlife.",73.7518,23.2461,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEgzgmfUjmo6Cbks3rh2vMfgD9f4z2oo-MfjSz_czxGSFzW_rUhuCldUOD74w&s,,,,,,,,,,,,,,,,,,,,,Arambol Beach,,,,,,,
61,61,61,Southern,Goa,Goa,Palolem Beach,Beach,Unknown,2,4.6,0,Yes,,Scenic,Yes,0.27,Evening,"Renowned for its beaches, Portuguese architecture, and nightlife.",73.7495,23.3137,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdiq-1qP9fFZJ8d5mAGZzmyBWHJ69M73l70EpT5FQGleBFiZBQ9bugfq9LsjU&s,,,,,,,,,,,,,,,,,,,,,Palolem Beach,,,,,,,
62,62,62,Southern,Goa,Goa,Colva Beach,Beach,Unknown,2,4.3,0,Yes,,Scenic,Yes,0.1,Evening,"Renowned for its beaches, Portuguese architecture, and nightlife.",73.762,22.7651,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgKXynjN3lnnAqotAP3HVnj7Eg2pUZtOmw3s-tt9b9FEO_qnAG9wuFh2Etlw&s,,,,,,,,,,,,,,,,,,,,,Colva Beach,,,,,,,
63,63,63,Southern,Goa,Goa,Miramar Beach,Beach,Unknown,1.5,4.2,0,Yes,,Scenic,Yes,0.3,Evening,"Renowned for its beaches, Portuguese architecture, and nightlife.",73.7403,22.4444,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVm8ip23m10P0wBcF9bBIa2y40SCOwIQjA1XW7EKSZQ4C_qVEwpcYtkSgSdQ&s,,,,,,,,,,,,,,,,,,,,,Miramar Beach,,,,,,,
64,64,64,Southern,Goa,Goa,Aguada Beach,Beach,Unknown,2,4.5,0,Yes,,Scenic,Yes,0.01,Evening,"Renowned for its beaches, Portuguese architecture, and nightlife.",73.7586,22.5861,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiSLRCEgn8_Th2ehnxp_h-3WU5moDwgizBf7_CfcA3bG0kRi0QulbE96mnrvo&s,,,,,,,,,,,,,,,,,,,,,Aguada Beach,,,,,,,
65,65,65,Southern,Goa,Goa,Dr. Salim Ali Bird Santuary,Bird Sanctuary,1988,2,3.9,10,Yes,,Wildlife,Yes,0.03,Afternoon,"Renowned for its beaches, Portuguese architecture, and nightlife.",73.9505,22.72,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvdjnhlX5NZsdzAjKtNhfqfkOXbBJnhhpUBfU_S-bFQuqmrAnTGRB8DiiDqA&s,,,,,,,,,,,,,,,,,,,,,Dr. Salim Ali Bird Santuary,,,,,,,
66,66,66,Western,Gujarat,Ahmedabad,Sabarmati Ashram,Historical,1915,1.5,4.6,0,Yes,,Historical,Yes,0.35,Morning,"Home to the Gir National Park, temples, and the Rann of Kutch.",72.5682,23.8128,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBTCt02cTj5oCXZdAD0CG9rRtJiEuLup9mN2kzedH9lUlUovwy9rZwKCiRJq0&s,,,,,,,,,,,,,,,,,,,,,Sabarmati Ashram,,,,,,,
67,67,67,Western,Gujarat,Dwarka,Dwarkadhish Temple,Temple,-400,2,4.7,0,No,,Religious,No,0.59,Evening,"Home to the Gir National Park, temples, and the Rann of Kutch.",70.0591,23.7342,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQupaUuC8G8PrTN6TofhlUO4FAjRHgVwuB3sjNUW4fYJ0aZYf7k4IzCuQCKuA&s,,,,,,,,,,,,,,,,,,,,,Dwarkadhish Temple,,,,,,,
68,68,68,Western,Gujarat,Junagadh,Gir National Park,National Park,1965,3,4.5,3500,No,,Wildlife,Yes,0.08,Morning,"Home to the Gir National Park, temples, and the Rann of Kutch.",70.4078,23.7078,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJSGM4RhNsH_o_5SlB5N3p4Op4r_J-JzXHrx4PcrLixGSXXCP4IhfThosBn9U&s,,,,,,,,,,,,,,,,,,,,,Gir National Park,,,,,,,
69,69,69,Western,Gujarat,Bhuj,White Desert,Site,1950,2.5,4.6,0,Yes,,Nature,Yes,0.12,Evening,"Home to the Gir National Park, temples, and the Rann of Kutch.",69.584,23.682,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9TIyAGlKQUJHKh-IizphVHeNfYOotnuhjdSn2r8fySddmwZJuJUL-5Kgj0w&s,,,,,,,,,,,,,,,,,,,,,White Desert,,,,,,,
70,70,70,Western,Gujarat,Vadodara,Laxmi Vilas Palace,Palace,1890,2,4.4,200,Yes,Monday,Historical,Yes,0.17,Afternoon,"Home to the Gir National Park, temples, and the Rann of Kutch.",73.2214,23.5691,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRswzmKdM7Vcyf5zKk2GfI1yyYdOw0WaIw-YcK7vwAXnP0k7Gh4q4XA-fY0VQ&s,,,,,,,,,,,,,,,,,,,,,Laxmi Vilas Palace,,,,,,,
71,71,71,Western,Gujarat,Somnath,Somnath Temple,Temple,1951,2,4.8,0,No,,Religious,No,0.39,Morning,"Home to the Gir National Park, temples, and the Rann of Kutch.",70.0923,23.7086,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3cAAjMqu95A9rTMrlOHbPUGNig3B640T2yaEgLa3gB8WMCULFD5xYutazAw&s,,,,,,,,,,,,,,,,,,,,,Somnath Temple,,,,,,,
72,72,72,Western,Gujarat,Rann of Kutch,Rann Utsav,Cultural,Unknown,3,4.9,7500,Yes,,Cultural,Yes,0.1,Evening,"Home to the Gir National Park, temples, and the Rann of Kutch.",70.3052,23.7345,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtUxT3hI-uVcS9j_AccFgyIPFs_g121TlTjVhmXOh96mWhxRN-jxsB4h_4ieg&s,,,,,,,,,,,,,,,,,,,,,Rann Utsav,,,,,,,
73,73,73,Western,Gujarat,Kevadia,Statue of Unity,Monument,2018,3,4.6,350,No,Monday,Historical,Yes,0.67,All,"Home to the Gir National Park, temples, and the Rann of Kutch.",73.7227,23.3283,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQg0lTd9YnDGqJtxoMOuLk7bAW8io8Vs6Aaos-gRnZ8h5ZjXo6MJwn65o5wtno&s,,,,,,,,,,,,,,,,,,,,,Statue of Unity,,,,,,,
74,74,74,Western,Gujarat,Gandhinagar,Dandi Kutir,Museum,2013,1.5,4.5,0,No,,Historical,Yes,0.05,All,"Home to the Gir National Park, temples, and the Rann of Kutch.",73.6575,23.1821,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3Biehe-y0Q_UV12QhDH6-iX0YaKro0lXsyIMu_1b0GuZJGzH_LfbBnS0UbW4&s,,,,,,,,,,,,,,,,,,,,,Dandi Kutir,,,,,,,
75,75,75,Western,Gujarat,Ahmedabad,Sabarmati Riverfront,Urban Development Project,2012,1,4.6,0,Yes,,Recreational,Yes,0.1,Evening,"Home to the Gir National Park, temples, and the Rann of Kutch.",72.577,23.4889,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjR4mtOopTrqFl0WeEKrvnIwWycYX46vMxoTDD8sgzcNGuj3C-_9WYzYqhRmo&s,,,,,,,,,,,,,,,,,,,,,Sabarmati Riverfront,,,,,,,
76,76,76,Western,Gujarat,Ahmedabad,Manek Chowk,Market,Unknown,2,4.4,0,Yes,,Food,Yes,0.49,Night,"Home to the Gir National Park, temples, and the Rann of Kutch.",72.5352,23.4761,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFObDnH3kC9TDcnmYbzxMVxEFFA8fzJZeqp_915r3xs8f5OwYok36LlNItFg&s,,,,,,,,,,,,,,,,,,,,,Manek Chowk,,,,,,,
77,77,77,Western,Gujarat,Ahmedabad,Kankaria Lake,Lake,1451,3,4.5,10,Yes,,Recreational,Yes,0.3,Afternoon,"Home to the Gir National Park, temples, and the Rann of Kutch.",72.5631,23.4756,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFSNP4A1bf0rlUh-cKHWXBt8AH-zGVRmqzTLb-w4SfCnjwFDzKvgWWncyzDEQ&s,,,,,,,,,,,,,,,,,,,,,Kankaria Lake,,,,,,,
78,78,78,Western,Gujarat,Ahmedabad,Science City,Science,2002,7,4.4,500,Yes,Monday,Educational,Yes,0.11,All,"Home to the Gir National Park, temples, and the Rann of Kutch.",72.6912,23.104,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeI7dWvlMXUyedZIgS1JpXiufYAcwSeGkLIgqdDdCUrEqhTYRjby60rHTViIQ&s,,,,,,,,,,,,,,,,,,,,,Science City,,,,,,,
79,79,79,Northern,Rajasthan,Jaipur,Hawa Mahal,Palace,1799,1,4.4,50,Yes,,Architectural,Yes,1.3,Morning,"Desert state famous for its palaces, forts, and rich culture.",75.8485,23.0974,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-Ma5kzVXNlwJpgqJqdmMrcvkJ4Nf5FrtfNH7O3C_JcrMpiEd3hLvpTNsiGi0&s,,,,,,,,,,,,,,,,,,,,,Hawa Mahal,,,,,,,
80,80,80,Northern,Rajasthan,Udaipur,City Palace,Palace,1559,2,4.4,300,Yes,,Historical,Yes,0.51,All,"Desert state famous for its palaces, forts, and rich culture.",75.8519,23.4936,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMpxb2q_intayQv3WBcl9eqp3yOzGBBvFfIXXe8uXJq0ggoB4iJpjPo3yzhQ&s,,,,,,,,,,,,,,,,,,,,,City Palace,,,,,,,
81,81,81,Northern,Rajasthan,Jaisalmer,Jaisalmer Fort,Fort,1156,2.5,4.4,50,No,,Historical,Yes,0.56,All,"Desert state famous for its palaces, forts, and rich culture.",70.6405,23.3133,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCIQLqtowmD0GHIJx5JMoRUmBky4sc1lmafLOxGkwLn3a73jBUJ_qNmGgS1Q&s,,,,,,,,,,,,,,,,,,,,,Jaisalmer Fort,,,,,,,
82,82,82,Northern,Rajasthan,Sawai Madhopur,Ranthambore National Park,Wildlife Sanctuary,1980,3,4.6,500,No,,Wildlife,Yes,0.09,All,"Desert state famous for its palaces, forts, and rich culture.",76.4089,23.3167,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4NXM23mVlPHvN2GK0hiKBlGH8c1rYLhkQNqhs4hLSp7o0rmIGAc0f7tmJ2yw&s,,,,,,,,,,,,,,,,,,,,,Ranthambore National Park,,,,,,,
83,83,83,Northern,Rajasthan,Pushkar,Pushkar Lake,Temple,1400,1.5,4.4,0,No,,Religious,Yes,1.6,All,"Desert state famous for its palaces, forts, and rich culture.",74.1994,23.1983,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1oI_3i0zxaKSJp748vXd5cZZngm-3ZRPmmkPwXdunDArtfEc-nc2bBjZ_LQ&s,,,,,,,,,,,,,,,,,,,,,Pushkar Lake,,,,,,,
84,84,84,Northern,Rajasthan,Ajmer,Ajmer Sharif Dargah,Shrine,1236,1,4.6,0,Yes,,Religious,No,0.35,All,"Desert state famous for its palaces, forts, and rich culture.",75.7949,23.236,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTk1Y3TbfUmwGofrV6wsQGu1akFIWDAWeht6O3W31qMEgd1jRio3W-ipUiPNQ&s,,,,,,,,,,,,,,,,,,,,,Ajmer Sharif Dargah,,,,,,,
85,85,85,Northern,Rajasthan,Jodhpur,Mehrangarh Fort,Fort,1459,2,4.6,100,Yes,,Historical,Yes,0.64,All,"Desert state famous for its palaces, forts, and rich culture.",73.2826,23.1235,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSo5JhCiuF98mZku96YtH2zpOepRR0aLGGYVNpWZ0eMaJg1lRb7t6lro-p9aw&s,,,,,,,,,,,,,,,,,,,,,Mehrangarh Fort,,,,,,,
86,86,86,Northern,Rajasthan,Chittorgarh,Chittorgarh Fort,Fort,700,2,4.6,40,No,,Historical,Yes,1.9,All,"Desert state famous for its palaces, forts, and rich culture.",74.6424,23.0138,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMmJXyaQyTZ5bt9r-iKi3dL5XTGWi-NPK1feF2QPlg1HxQS4GGP0zV29dS2Q&s,,,,,,,,,,,,,,,,,,,,,Chittorgarh Fort,,,,,,,
87,87,87,Northern,Rajasthan,Mount Abu,Dilwara Temples,Temple,1100,1,4.6,0,No,,Religious,No,0.05,All,"Desert state famous for its palaces, forts, and rich culture.",73.6511,23.3423,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaKKaQuNxNi4XTTMwibjrRn1QtDWyVYI4DrLsdsFKxbDYUpNcdQ7HoRenF8Q&s,,,,,,,,,,,,,,,,,,,,,Dilwara Temples,,,,,,,
88,88,88,Northern,Rajasthan,Bikaner,Junagarh Fort,Fort,1589,2,4.5,50,Yes,,Historical,Yes,0.32,All,"Desert state famous for its palaces, forts, and rich culture.",73.3848,23.6757,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkvCFYiFQViZ_l-95Z83koW391SE8QpuvxoHAolunczLKsCCpIywkRP_5LdSA&s,,,,,,,,,,,,,,,,,,,,,Junagarh Fort,,,,,,,
89,89,89,Northern,Rajasthan,Jaipur,Amber Fort,Fort,1592,2,4.6,100,Yes,,Historical,Yes,1.5,All,"Desert state famous for its palaces, forts, and rich culture.",75.8487,23.1619,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMoJQzLAGprT1vhE9zCLeVfBPZAHvVZJqvxEuoKnKBbxCyHO7pV65k9IcO9A4&s,,,,,,,,,,,,,,,,,,,,,Amber Fort,,,,,,,
90,90,90,Northern,Rajasthan,Jaipur,Jaigarh Fort,Fort,1726,1.5,4.5,35,Yes,,Historical,Yes,0.3,All,"Desert state famous for its palaces, forts, and rich culture.",75.8263,23.098,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSK5X1EDTYkIhv8CRGF4MMLEv6zy_CjNnlNvl52mOpD5Wnp5LF0Ya14b7ppEA&s,,,,,,,,,,,,,,,,,,,,,Jaigarh Fort,,,,,,,
91,91,91,Northern,Rajasthan,Udaipur,Lake Pichola,Lake,1362,1,4.6,0,Yes,,Nature,Yes,0.5,All,"Desert state famous for its palaces, forts, and rich culture.",73.7425,22.883,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmTrhHKr-iIJ9eipFzek3es6_gvi6HvyfSdgcmqo9d5DkCdENz9ZdGnNrAoUc&s,,,,,,,,,,,,,,,,,,,,,Lake Pichola,,,,,,,
92,92,92,Northern,Punjab,Amritsar,Golden Temple (Harmandir Sahib),Religious Site,1604,1.5,4.9,0,Yes,,Spiritual,Yes,1.9,All,"Land of five rivers, known for its cuisine and festivals.",74.5247,22.7678,23,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRY7UPHRl6rjo6R1TVo8ViH-mSZprLEEcBkEym2i4p8G-Dbu02HUna58WEZSNA&s,,,,,,,,,,,,,,,,,,,,,Golden Temple (Harmandir Sahib),,,,,,,
93,93,93,Northern,Punjab,Amritsar,Jallianwala Bagh,Memorial,1951,1,4.8,0,Yes,,Historical,Yes,0.3,Afternoon,"Land of five rivers, known for its cuisine and festivals.",75.5763,22.7467,23,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDA-lwA67v6iY4J9GkzMvQ8F3NRrNybqZYRAdV1fd7CLXvYioBEsf9GN7hQSw&s,,,,,,,,,,,,,,,,,,,,,Jallianwala Bagh,,,,,,,
94,94,94,Northern,Punjab,Amritsar,Wagah Border,Border Crossing,1950,2,4.8,0,Yes,,Cultural,Yes,0.17,Evening,"Land of five rivers, known for its cuisine and festivals.",75.2087,22.7384,23,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZFexK3Z9nfD_bz4T23elKW30cNo9KA_jCn3LaXEP2Ho9V9CnatKgFvpsXXg&s,,,,,,,,,,,,,,,,,,,,,Wagah Border,,,,,,,
95,95,95,Northern,Punjab,Chandigarh,Rock Garden,Sculpture Garden,1976,2,4.5,30,Yes,,Artistic,Yes,0.5,All,"Land of five rivers, known for its cuisine and festivals.",76.1226,22.6689,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRt1QKm-ZNnBSNKyXADbWui_E_0oeu8HKQbHPkchBqZqCdXwePf86ZwjsdtIg&s,,,,,,,,,,,,,,,,,,,,,Rock Garden,,,,,,,
96,96,96,Southern,Kerala,Alappuzha,Alappuzha Beach,Beach,Unknown,1.5,4.5,0,Yes,,Recreational,Yes,0.11,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",76.3231,22.8419,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqOnoB2dHpzzouHhz_r3qGQ5lihMzQ7uP4orTpGDa5SeJ_uAB8ivkHlP47vA&s,,,,,,,,,,,,,,,,,,,,,Alappuzha Beach,,,,,,,
97,97,97,Southern,Kerala,Munnar,Munnar Tea Gardens,Scenic Area,Unknown,2,4.3,0,No,,Nature,Yes,0.3,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",77.0987,22.9499,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzX1vJm556uCe-oThDtua8p8Xd7yXe3xnDGdFi_KP-TIhdkRv6U8Jgsfsitg&s,,,,,,,,,,,,,,,,,,,,,Munnar Tea Gardens,,,,,,,
98,98,98,Southern,Kerala,Kochi,Fort Kochi,Site,1503,1,4.4,0,Yes,,Historical,Yes,0.1,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",76.2337,23.1777,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTe5br3DE5tlqqNoHYpMOsvGzVCGK3Avv82ULu2DuE0FTjnIx8HmwlFO9VPxdo&s,,,,,,,,,,,,,,,,,,,,,Fort Kochi,,,,,,,
99,99,99,Southern,Kerala,Thiruvananthapuram,Padmanabhaswamy Temple,Temple,Unknown,1,4.7,0,Yes,,Religious,No,0.46,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",76.2844,23.3962,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmXoGtMw6b_IfywfHLwt4r1PDiPfCwh_4Zja16kDmPfKPtYk6qUAzegqfOmQ&s,,,,,,,,,,,,,,,,,,,,,Padmanabhaswamy Temple,,,,,,,
100,100,100,Southern,Kerala,Kozhikode,Kozhikode Beach,Beach,Unknown,1.5,3.9,0,Yes,,Recreational,Yes,0.059,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",75.8267,23.5544,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQv_U-TKL1Ugo9b8cqUcfnOUftU96bLgG-kdG7Q5W34MZ_RNMZwVTIqJgfYw&s,,,,,,,,,,,,,,,,,,,,,Kozhikode Beach,,,,,,,
101,101,101,Southern,Kerala,Wayanad,Wayanad Wildlife Sanctuary,Wildlife Sanctuary,Unknown,3,4.5,300,No,,Wildlife,Yes,2.2,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",76.0207,23.1347,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFLMypee15Gm-jgeQ8siolC_tka4qvd424QrjFTIQdmuS4m2o2Id2-HCTzVw&s,,,,,,,,,,,,,,,,,,,,,Wayanad Wildlife Sanctuary,,,,,,,
102,102,102,Southern,Kerala,Thekkady,Periyar National Park,National Park,1982,3,4.3,50,No,,Wildlife,Yes,0.14,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",76.9924,23.4091,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOGLq2YzjP-3NSNSVf2mIBYZcw9hu-9GSVGxgHBp45rL5f5iGzaY3Gg0p73A&s,,,,,,,,,,,,,,,,,,,,,Periyar National Park,,,,,,,
103,103,103,Southern,Kerala,Kumarakom,Kumarakom Bird Sanctuary,Bird Sanctuary,1972,2,3.8,50,Yes,,Wildlife,Yes,0.1,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",76.3564,23.5378,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1AtCkYyws6dq_Z8GMuL_vYdCFbb0TRGmP0KD2m0iJqwrAFq-0d30WBRB2cw&s,,,,,,,,,,,,,,,,,,,,,Kumarakom Bird Sanctuary,,,,,,,
104,104,104,Southern,Kerala,Varkala,Varkala Beach,Beach,Unknown,2,4.6,0,Yes,,Recreational,Yes,0.1,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",76.6817,23.5635,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTI6ZMzW9TSkTnqz_2iZ7soc4lUnUnXfIVLSzPBK0IBcpBwqDc3XOd1Z3dSavI&s,,,,,,,,,,,,,,,,,,,,,Varkala Beach,,,,,,,
105,105,105,Southern,Kerala,Bekal,Bekal Fort,Fort,1650,1.5,4.5,20,No,,Historical,Yes,0.22,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",75.3048,23.6445,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFYoE137oQqCNTxWM3FjWdkcoqB-IC8f4rlgVLa1TD6NH5CB-QxlBF7i2aVXY&s,,,,,,,,,,,,,,,,,,,,,Bekal Fort,,,,,,,
106,106,106,Southern,Kerala,Kovalam,Kovalam Beach,Beach,Unknown,2,4.4,0,Yes,,Recreational,Yes,0.68,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",77.0287,23.6211,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZuC1oWLOzUWT8xMHi1XuZ5aZQ7Dfodbv5Gwm0K6Bh0jn1EnbmlrEqNRk_hYY&s,,,,,,,,,,,,,,,,,,,,,Kovalam Beach,,,,,,,
