,Unnamed: 0,Sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,State Description,longitude,latitude,loc_clusters,img,,,,,,,,,,,,,,,,,,,,,name,,,,,latitude,,longitude
107,107,107,Southern,Kerala,Kannur,St. Angelo Fort,Fort,1505,1,4.4,20,Yes,,Historical,Yes,0.11,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",74.7405,23.574,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpufQPruh6HJnrn3J60e5ASoi97UOIpnxyqaY_erepcRYKYJLqwNo1ImfM9A&s,,,,,,,,,,,,,,,,,,,,,St. Angelo Fort,,,,,,,
108,108,108,Southern,Kerala,Nelliyampathy,Seethargundu Viewpoint,Viewpoint,Unknown,1,4.5,0,No,,Nature,Yes,0.03,Morning,"Famous for its backwaters, beaches, and Ayurvedic treatments.",77.0151,23.6933,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTx9YYEWMJI-irfaTHjiO0wLhe6SLjX7IiFug1BjYUD2rF3M_XbGZSftlPJew&s,,,,,,,,,,,,,,,,,,,,,Seethargundu Viewpoint,,,,,,,
109,109,109,Southern,Kerala,Kochi,Kerala Folklore Museum,Cultural,2009,1.5,4.4,100,Yes,Monday,Cultural,Yes,0.1,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",76.9265,23.75,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsjHGSKSqzxgy3CE1RRtf_yONILXCqJSPZsf3XmOf4XvHonbah6U8tRvUYFs0&s,,,,,,,,,,,,,,,,,,,,,Kerala Folklore Museum,,,,,,,
110,110,110,Southern,Kerala,Kochi,Wonderla Amusement Park,Amusement Park,2016,5.5,4.6,750,Yes,,Entertainment,Yes,0.41,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",77.0563,23.4795,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFWGL8EOIo12Rb-INo1mOaUOageRswv21n1A_JDuSTLba1hv7s5GZQl4xNGQ&s,,,,,,,,,,,,,,,,,,,,,Wonderla Amusement Park,,,,,,,
111,111,111,Southern,Karnataka,Mysore,Mysore Palace,Palace,1912,2,4.6,50,Yes,,Historical,Yes,2.5,All,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",76.6575,23.4679,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3MuJfrj2RSahckKoCDdJerY_yiRZW7AviNXOModFBetaDOVbAmdAH4wDQ5w&s,,,,,,,,,,,,,,,,,,,,,Mysore Palace,,,,,,,
112,112,112,Southern,Karnataka,Hampi,Hampi Archaeological Ruins,Site,Unknown,3,4.7,0,No,,Historical,Yes,0.05,All,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",76.6197,23.3597,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwLTCq3bvoSCHodB5eWBYysnT2W84To6Q-sjhGR7tPToYIcWcrFD9viDKyVg&s,,,,,,,,,,,,,,,,,,,,,Hampi Archaeological Ruins,,,,,,,
113,113,113,Southern,Karnataka,Coorg,Abbey Falls,Waterfall,Unknown,1,4.1,0,No,,Nature,Yes,0.03,Morning,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",75.5541,23.2465,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTo2Cw8tVXeSNqUq1mgH3XpCGJGuB8dQj3jPn694xxjLhLBAGKgnCjFYke4boU&s,,,,,,,,,,,,,,,,,,,,,Abbey Falls,,,,,,,
114,114,114,Southern,Karnataka,Gokarna,Om Beach,Beach,Unknown,2,4.5,0,No,,Nature,Yes,0.09,All,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",74.8191,23.1725,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9SBpiwn30b-aqufCCHAp_xPs3njDfybuRs_3bfLyO-OUHImtB0-2wVTPk0w&s,,,,,,,,,,,,,,,,,,,,,Om Beach,,,,,,,
115,115,115,Southern,Karnataka,Chikmagalur,Mullayanagiri,Mountain Peak,Unknown,3,4.5,0,No,,Nature,Yes,0.05,All,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",75.5635,23.1514,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmQOyEPdd2Of0BSax41N4uqzsaqkbOFhOXnuDREKWEDrqScbACV6TbIY36ew&s,,,,,,,,,,,,,,,,,,,,,Mullayanagiri,,,,,,,
116,116,116,Southern,Karnataka,Badami,Badami Cave Temples,Cave,600,1.5,4.6,30,No,,Religious,No,0.2,All,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",75.827,23.0788,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx95bwrSRijv7USlXIoYJaGJrxAkFwnOeRozZS1G5bvZhY355os-PrrlOz6w&s,,,,,,,,,,,,,,,,,,,,,Badami Cave Temples,,,,,,,
117,117,117,Southern,Karnataka,Shivamogga,Jog Falls,Waterfall,1900,1.5,4.6,30,No,,Nature,Yes,0.23,Morning,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",75.3171,23.0215,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnoBuFNJG6C7KOmEzuobPRQTmyd6q34QRlmqiechwv7xtB_-hKVuvgL7q47A&s,,,,,,,,,,,,,,,,,,,,,Jog Falls,,,,,,,
118,118,118,Southern,Karnataka,Mangalore,Panambur Beach,Beach,Unknown,1.5,4.5,0,Yes,,Recreational,Yes,0.1,All,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",77.0582,23.1781,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTExL2Zsm39M4Ntajlajj1ZsfyiHSI-7-fFYvAhbJ6oAxyc4pao6dF8_qrI1g&s,,,,,,,,,,,,,,,,,,,,,Panambur Beach,,,,,,,
119,119,119,Southern,Karnataka,Murudeshwar,Murudeshwar Temple,Temple,Unknown,1,4.7,0,Yes,,Religious,No,0.49,All,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",74.8114,23.4651,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEs8Zk71fAYsnVtPeAKOXaZIzaE2wM3mNn9m6GymaM_Zp4iMwCBPyhr4YQikY&s,,,,,,,,,,,,,,,,,,,,,Murudeshwar Temple,,,,,,,
120,120,120,Southern,Karnataka,Bijapur,Gol Gumbaz,Mausoleum,1656,1.5,4.5,20,No,,Historical,Yes,0.25,All,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",76.6552,28.6128,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrLzXsvR256977_H9KGmdWKMr4eaiPN1pi-OH-VraSH8U7Ll9Awj-dbvz6EQ&s,,,,,,,,,,,,,,,,,,,,,Gol Gumbaz,,,,,,,
121,121,121,Southern,Karnataka,Bandipur,Bandipur National Park,National Park,1974,3,4.4,300,No,,Wildlife,Yes,0.15,Morning,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",76.6964,28.5935,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdqGJbhrPwwNuF0OHrjZDRKSFO0hCorQ8IoIxz1jwAxzkwK5XID2Nggq4VV-w&s,,,,,,,,,,,,,,,,,,,,,Bandipur National Park,,,,,,,
122,122,122,Southern,Karnataka,Halebidu,Halebidu Hoysaleswara Temple,Temple,1121,1,4.7,15,No,,Religious,No,0.11,All,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",75.8555,28.576,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLMg9eUmFOykzxs34o33_9u9gOtVQjXDrtUdcql_t9Y3SUJbwx45X_6SdvZ3c&s,,,,,,,,,,,,,,,,,,,,,Halebidu Hoysaleswara Temple,,,,,,,
123,123,123,Western,Maharashtra,Pune,Shaniwar Wada,Fort,1732,2,4.4,50,Yes,,Historical,Yes,1.2,All,"Home to Mumbai, the financial capital, and historical sites.",73.8448,28.6145,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvflP6eMobES73oJ0rldtOruDtyJfgKN8kOWDpgyA9eS10Cbr8xApyVxFI6A&s,,,,,,,,,,,,,,,,,,,,,Shaniwar Wada,,,,,,,
124,124,124,Western,Maharashtra,Aurangabad,Ajanta Caves,Cave,200,3,4.6,30,Yes,Monday,Historical,Yes,0.21,Afternoon,"Home to Mumbai, the financial capital, and historical sites.",75.7035,28.6175,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbgvp0GgWjdezeSo0gkLNl38WrKC3ZMOD3021y_AkctkwxS2lDwf8_8yB87Q&s,,,,,,,,,,,,,,,,,,,,,Ajanta Caves,,,,,,,
125,125,125,Western,Maharashtra,Nashik,Sula Vineyards,Vineyard,1999,2,4.1,300,Yes,,Recreational,Yes,0.1,Afternoon,"Home to Mumbai, the financial capital, and historical sites.",73.9175,28.6139,22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTuwG3wdcEsl6UnJH5lWerZR6CkPgXtKqc3VRlJzCvWQ54wqt5yZHHgDxhZ9s&s,,,,,,,,,,,,,,,,,,,,,Sula Vineyards,,,,,,,
126,126,126,Western,Maharashtra,Shirdi,Sai Baba Temple,Temple,1922,1.5,4.7,0,Yes,,Religious,No,0.69,All,"Home to Mumbai, the financial capital, and historical sites.",73.0459,28.5545,22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFJivgSaCdsFhkpVlMN_vcCUaPyPuKJRmi1gxVOBek2ucSx28dxqVNiCVgvwE&s,,,,,,,,,,,,,,,,,,,,,Sai Baba Temple,,,,,,,
127,127,127,Western,Maharashtra,Alibaug,Alibaug Beach,Beach,Unknown,1.5,4.2,0,Yes,,Recreational,Yes,0.05,Evening,"Home to Mumbai, the financial capital, and historical sites.",72.834,28.6562,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJztrgu8GaakA4edC-CTstB2J3bcrIhKwUnZyrzvubHJdipSOMTEVjTjsSPmM&s,,,,,,,,,,,,,,,,,,,,,Alibaug Beach,,,,,,,
128,128,128,Western,Maharashtra,Ratnagiri,Ganapatipule Temple,Temple,1600,1,4.7,0,No,,Religious,No,0.1,All,"Home to Mumbai, the financial capital, and historical sites.",73.2605,28.6201,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzqNcOlPytBolA9bYNCaHepTiXGmD_aDOrvvaYdFWCI4-DXzhxYvyMY8_Oo9c&s,,,,,,,,,,,,,,,,,,,,,Ganapatipule Temple,,,,,,,
129,129,129,Western,Maharashtra,Nagpur,Deekshabhoomi,Monument,2001,1,4.5,0,Yes,,Religious,Yes,0.11,Afternoon,"Home to Mumbai, the financial capital, and historical sites.",78.9663,28.6102,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQg-JU7LQmpJR8XbD7BznO9dsqnXokivGvY_sk-5nIH3NIiJB1JKQeyzkxExz4&s,,,,,,,,,,,,,,,,,,,,,Deekshabhoomi,,,,,,,
130,130,130,Western,Maharashtra,Kolhapur,Mahalakshmi Temple,Temple,700,1,4.8,0,Yes,,Religious,No,0.9,All,"Home to Mumbai, the financial capital, and historical sites.",73.5108,28.5953,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFyNMpDpCl5DwCg66n47IH0Ixjf1tqUvrCW1j-3Q-6nQJxVRjAmvrOClYT7w&s,,,,,,,,,,,,,,,,,,,,,Mahalakshmi Temple,,,,,,,
131,131,131,Western,Maharashtra,Lonavala,Karla Caves,Cave,200,1.5,4.4,25,Yes,Yes,Historical,Yes,0.27,Afternoon,"Home to Mumbai, the financial capital, and historical sites.",73.6453,28.5862,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpM6RiT8NaBtT-qwpJcxAmhFz-bITp329BMLOQqWQGB_nuKvp6yPHjG8qHew&s,,,,,,,,,,,,,,,,,,,,,Karla Caves,,,,,,,
132,132,132,Western,Maharashtra,Tarkarli,Tarkarli Beach,Beach,Unknown,2,4.6,0,No,,Recreational,Yes,0.065,Evening,"Home to Mumbai, the financial capital, and historical sites.",73.9213,28.5876,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnRKK5ab_w98AENY_yZ8TyLu39U4YnufmCD5DWfawvfRBQRxXqiKzCrm-Z7qQ&s,,,,,,,,,,,,,,,,,,,,,Tarkarli Beach,,,,,,,
133,133,133,Western,Maharashtra,Satara,Kaas Plateau,Valley,Unknown,2,4.4,300,No,,Nature,Yes,0.05,Afternoon,"Home to Mumbai, the financial capital, and historical sites.",77.0938,28.5262,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-tvCx9-eYq2SfyXZ0GDZ0jtWWag85rS8CiZF_CoxlL3zH5F_x1VZ770aMFcw&s,,,,,,,,,,,,,,,,,,,,,Kaas Plateau,,,,,,,
134,134,134,Western,Maharashtra,Matheran,Echo Point,Viewpoint,1828,1.5,4.4,0,Yes,,Nature,Yes,0.02,Morning,"Home to Mumbai, the financial capital, and historical sites.",77.5325,28.5245,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTT_RshTgGcYszogv24GGi3WgM7khu_zEV5xMKYQZ8zcJXMnr-IqSwP132pg&s,,,,,,,,,,,,,,,,,,,,,Echo Point,,,,,,,
135,135,135,Western,Maharashtra,Ajanta,Ellora Caves,Cave,600,3,4.7,30,Yes,Tuesday,Historical,Yes,0.49,Afternoon,"Home to Mumbai, the financial capital, and historical sites.",78.8102,28.5355,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQqJHr2YlGOfkrUVwJPM2OOg3FCGyhR7ML5anSuzrW7VypwftmoDQQhfKaoQ&s,,,,,,,,,,,,,,,,,,,,,Ellora Caves,,,,,,,
136,136,136,Central,Madhya Pradesh,Khajuraho,Khajuraho Group of Monuments,Temples,-850,2,4.7,40,No,,Cultural,Yes,0.09,Afternoon,"Heart of India with temples, forts, and wildlife parks.",79.929,28.6692,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSY3K9OW0QWqGxSylPWScpNW0K9Dv7VbTjeL95qjRrd7zgqA70cImaMoC66Y5c&s,,,,,,,,,,,,,,,,,,,,,Khajuraho Group of Monuments,,,,,,,
137,137,137,Central,Madhya Pradesh,Bhopal,Sanchi Stupa,Monument,-300,1.5,4.7,30,Yes,,Historical,Yes,0.01,Afternoon,"Heart of India with temples, forts, and wildlife parks.",78.5986,19.0758,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3e7KGs6GwUsspy-8L4QAP-NW5jUFez0bOJd2te41fGr2RGBdbCX4IlvY81g&s,,,,,,,,,,,,,,,,,,,,,Sanchi Stupa,,,,,,,
138,138,138,Central,Madhya Pradesh,Indore,Rajwada Palace,Palace,1747,1,4.4,10,Yes,,Historical,Yes,0.63,Afternoon,"Heart of India with temples, forts, and wildlife parks.",78.4177,72.8777,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-4JDUP8YFaRyJYVEXwWgGRicXAMDfaUw9WsQ05HaZ33fHI8LhAGkzHR_m-Ko&s,,,,,,,,,,,,,,,,,,,,,Rajwada Palace,,,,,,,
139,139,139,Central,Madhya Pradesh,Gwalior,Gwalior Fort,Fort,900,2.5,4.5,75,Yes,,Historical,Yes,0.4,Morning,"Heart of India with temples, forts, and wildlife parks.",78.0867,19.0779,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBHC9u6ap-hPvGz4HYFtlXty_cIA6VeYj5gditve3UPbrmluhuEAwEJ_kfBw&s,,,,,,,,,,,,,,,,,,,,,Gwalior Fort,,,,,,,
140,140,140,Central,Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,Temple,-3500,1.5,4.8,0,Yes,,Religious,No,1.2,All,"Heart of India with temples, forts, and wildlife parks.",78.3302,19.0761,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBazM4JxGLZp91YPX-riWmuJM9lHV99TSNnoYi1mxA0yMOBU4n9lxOatFq8oA&s,,,,,,,,,,,,,,,,,,,,,Mahakaleshwar Jyotirlinga,,,,,,,
141,141,141,Central,Madhya Pradesh,Jabalpur,Dhuandhar Falls,Waterfall,Unknown,1,4.5,0,No,,Nature,Yes,0.01,Morning,"Heart of India with temples, forts, and wildlife parks.",78.6613,19.0915,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQaCpDrsQ1XsQSHZXIfRCdT8MLI71LrYR4l6SBTZHGPxASLebn1DdgY7nggwWw&s,,,,,,,,,,,,,,,,,,,,,Dhuandhar Falls,,,,,,,
142,142,142,Central,Madhya Pradesh,Pachmarhi,Bee Falls,Waterfall,Unknown,1.5,4.6,15,No,,Nature,Yes,0.065,Morning,"Heart of India with temples, forts, and wildlife parks.",80.2551,19.1143,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8GJCRNipzRGIKq9htXXlD-52fI6WoY0VZ1KbDyP0CzuxmvvFuihxpUQ6QxQ&s,,,,,,,,,,,,,,,,,,,,,Bee Falls,,,,,,,
143,143,143,Central,Madhya Pradesh,Kanha,Kanha National Park,Wildlife Sanctuary,1955,3,4.5,100,No,,Wildlife,Yes,0.1,Morning,"Heart of India with temples, forts, and wildlife parks.",80.5205,19.9834,22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQX-UZmwlj5lO12zNUSlVA-_BaUPNaj0t6lUGJWjU3Y52W5kWnL67dJz0juCg&s,,,,,,,,,,,,,,,,,,,,,Kanha National Park,,,,,,,
144,144,144,Central,Madhya Pradesh,Bandhavgarh,Bandhavgarh National Park,National Park,1968,3,4.5,50,No,,Wildlife,Yes,0.05,Morning,"Heart of India with temples, forts, and wildlife parks.",79.7163,19.9864,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQt-cD8ys35Ez2m6GhLfIkQAhKq0Oj5B0STXxuLzn75xqlaBjGYwdlLvi2DzRo&s,,,,,,,,,,,,,,,,,,,,,Bandhavgarh National Park,,,,,,,
145,145,145,Central,Madhya Pradesh,Orchha,Orchha Fort,Fort,1500,1.5,4.8,10,No,,Historical,Yes,0.1,Afternoon,"Heart of India with temples, forts, and wildlife parks.",81.2727,19.0946,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6qn0AjdHCQptP4XRKSBnusIQlcwiUf-AvdJp07yENRo6lsJsn05pSnxVwxw&s,,,,,,,,,,,,,,,,,,,,,Orchha Fort,,,,,,,
146,146,146,Central,Madhya Pradesh,Mandu,Jahaz Mahal,Site,1500,1,3.9,50,No,,Historical,Yes,0.03,Afternoon,"Heart of India with temples, forts, and wildlife parks.",80.9665,19.0636,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXifdYc2ZU1JCbw23V8TQ7XEGgVGWEhXXjHL0R-MagK4Y3YnOm_tG5ocMQAg&s,,,,,,,,,,,,,,,,,,,,,Jahaz Mahal,,,,,,,
147,147,147,Central,Madhya Pradesh,Bhimbetka,Bhimbetka Rock Shelters,Prehistoric Site,1958,2,4.6,25,No,,Archaeological,Yes,0.07,Afternoon,"Heart of India with temples, forts, and wildlife parks.",80.0317,19.0266,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrOEIUfJu4shTCnYq1nRfINlrdC5bnR4Oi1o6U4HiF8r8orBKrVfO0VRl7xvU&s,,,,,,,,,,,,,,,,,,,,,Bhimbetka Rock Shelters,,,,,,,
148,148,148,Central,Madhya Pradesh,Amarkantak,Narmada Udgam Temple,Temple,1200,1,4.4,0,No,,Religious,Yes,0.01,All,"Heart of India with temples, forts, and wildlife parks.",77.0962,19.0515,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSISD1L2L6C3U-31cUx6tEXu_l33j1Coz5iqbHxIvZe_uPRxsgpbao_WhL6fA&s,,,,,,,,,,,,,,,,,,,,,Narmada Udgam Temple,,,,,,,
149,149,149,Central,Madhya Pradesh,Chitrakoot,Chitrakoot Falls,Waterfall,Unknown,1.5,4.4,0,No,,Nature,Yes,0.1,Morning,"Heart of India with temples, forts, and wildlife parks.",77.1578,19.0271,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpRvSSCspx1gwTEAykcv9I4Qmr3-ipZTKB7VMLiaadQ3qCXm2MT6bzeAukOw&s,,,,,,,,,,,,,,,,,,,,,Chitrakoot Falls,,,,,,,
150,150,150,Northern,Himachal Pradesh,Shimla,The Ridge,Scenic Point,Unknown,1,4.7,0,Yes,,Recreational,Yes,0.03,Morning,Famous for its hill stations like Shimla and Manali.,76.8893,19.8919,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMYb3sk1_ZXx0PXxf5RfkQeFBU6PGOk2V10HVjOg3JwHaR_8b67qU7NiHxCg&s,,,,,,,,,,,,,,,,,,,,,The Ridge,,,,,,,
151,151,151,Northern,Himachal Pradesh,Manali,Solang Valley,Valley,Unknown,2,4.1,0,No,,Adventure,Yes,0.05,Morning,Famous for its hill stations like Shimla and Manali.,76.9844,19.304,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSt7DRwRjd7l6nXkPCETjfovB_FhPegd9jaDNFfQd8EpSdphsBsxxgIzEogask&s,,,,,,,,,,,,,,,,,,,,,Solang Valley,,,,,,,
152,152,152,Northern,Himachal Pradesh,dalhousie,Dalai Lama Temple,Temple,1959,1.5,4.7,0,Yes,,Religious,No,0.15,All,Famous for its hill stations like Shimla and Manali.,76.1853,19.968,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_AsY2f5S_hABx5DZtd3SnFea4ZkiGGCyhShiADG1uCIKcuMkA3lcIVkTqr6E&s,,,,,,,,,,,,,,,,,,,,,Dalai Lama Temple,,,,,,,
153,153,153,Northern,Himachal Pradesh,Dalhousie,Khajjiar Lake,Lake,Unknown,1.5,4.5,0,No,,Nature,Yes,0.1,Morning,Famous for its hill stations like Shimla and Manali.,77.5832,19.0814,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyvy_jv8lwS1S7JcI1YiU3kUi4Iyq_JAg6Uf9jGqvN0NhCbNZlLDZapucZ29s&s,,,,,,,,,,,,,,,,,,,,,Khajjiar Lake,,,,,,,
154,154,154,Northern,Himachal Pradesh,Spiti Valley,Key Monastery,Monastery,1100,1,4.8,0,No,,Religious,Yes,0.025,Morning,Famous for its hill stations like Shimla and Manali.,78.2323,19.0837,10.0462963,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTioCWUA3AiRAu_z5GQLwfSYIzQ6GEFg7_xfp8d4H0aDBDo7t99kTDH45UkoQ&s,,,,,,,,,,,,,,,,,,,,,Key Monastery,,,,,,,
155,155,155,Northern,Himachal Pradesh,Kullu,Great Himalayan National Park,National Park,1984,3,4.5,50,No,,Wildlife,Yes,0.2,All,Famous for its hill stations like Shimla and Manali.,78.7037,19.0757,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKgV16AxpDpRQlZmIyntQW5RfdAkFzB068L9ecBThOZpB4A_ousA5UphzB5w&s,,,,,,,,,,,,,,,,,,,,,Great Himalayan National Park,,,,,,,
156,156,156,Northern,Himachal Pradesh,Chamba,Chamera Lake,Lake,Unknown,2,4.4,0,No,,Recreational,Yes,0.01,Morning,Famous for its hill stations like Shimla and Manali.,78.2117,19.9161,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQp4CSmvmw8FobTN_F729yc9GFqF962oCTUzUYnXhvjhKY7qmEHRO-BJfUQvg&s,,,,,,,,,,,,,,,,,,,,,Chamera Lake,,,,,,,
157,157,157,Northern,Himachal Pradesh,Kinnaur,Sangla Valley,Valley,Unknown,2,4.5,0,No,,Nature,Yes,0.01,Morning,Famous for its hill stations like Shimla and Manali.,79.3561,19.2923,23,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIM_fNfP_ueWS0u_FPklFKSo6XC1Jx3J64EZkAIXru2QPWUF9CNyUOYMY5-yI&s,,,,,,,,,,,,,,,,,,,,,Sangla Valley,,,,,,,
158,158,158,Northern,Himachal Pradesh,Kangra,Kangra Fort,Fort,400,2,4.4,150,Yes,,Historical,Yes,0.1,All,Famous for its hill stations like Shimla and Manali.,80.0731,19.3022,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_V--YynssG3S5NYw2msZOHa-RICN5QcsBrLnr_l4TWBrz4IdICIYlh6jcXiM&s,,,,,,,,,,,,,,,,,,,,,Kangra Fort,,,,,,,
159,159,159,Northern,Himachal Pradesh,Palampur,Tea Gardens,Tea Plantation,1950,1.5,4.6,0,Yes,,Agricultural,Yes,0.015,Morning,Famous for its hill stations like Shimla and Manali.,79.3632,19.2183,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfL9pjlDuxfHTkTnOceKS7adljvZfjeFl2rsvaIOT2PWF6Vxo0up4CMgnHgg&s,,,,,,,,,,,,,,,,,,,,,Tea Gardens,,,,,,,
160,160,160,Northern,Himachal Pradesh,Mandi,Prashar Lake,Lake,1400,1.5,4.6,0,No,,Nature,Yes,0.01,Morning,Famous for its hill stations like Shimla and Manali.,78.9224,19.2207,23,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQX5TdI4A4UhHlL4t4vjv0pk_UDh4TU9nt6YbnXgx_6HbMj7yovM3i5yw-tdA&s,,,,,,,,,,,,,,,,,,,,,Prashar Lake,,,,,,,
