,Unnamed: 0,Sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,State Description,longitude,latitude,loc_clusters,img,,,,,,,,,,,,,,,,,,,,,name,,,,,latitude,,longitude
270,270,270,Eastern,Sikkim,Ravangla,Buddha Park,Park,213,1,4.8,50,Yes,,Cultural,Yes,0.1,All,Known for its stunning landscapes and Buddhist monasteries.,79.2928,23.1238,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTksva_9PuylcJ0OW5pL0Nm59AkhgkuZPjHuUpDtLDgE4HyWyx4z5qznz_7oAE&s,,,,,,,,,,,,,,,,,,,,,Buddha Park,,,,,,,
271,271,271,Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,1,4.7,0,Yes,,Religious,No,0.075,All,Known for its stunning landscapes and Buddhist monasteries.,78.144,23.1674,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhqLtUSqCJCeOlzLHJzSFf-E_ELRQU1y7C-gIg2kR_PX7MvEVRj2SB-GCkGZs&s,,,,,,,,,,,,,,,,,,,,,Baba Harbhajan Singh Temple,,,,,,,
272,272,272,Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,2,4.5,0,Yes,,Nature,Yes,0.15,Morning,Known for its stunning landscapes and Buddhist monasteries.,78.1179,23.2,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnhymTZfc9A0OJnSyAEOSqheQUaVphSp0HETjlMUAtfIn2Qbg0d7nsjsuzE3U&s,,,,,,,,,,,,,,,,,,,,,Tsomgo Lake,,,,,,,
273,273,273,North Eastern,Assam,Guwahati,Kamakhya Temple,Temple,Unknown,2,4.6,0,Yes,,Religious,No,0.21,All,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",78.1162,23.2323,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBNZCwLLR7fNP56Yq3eSbJQf3H9lnB7WrXWLuTgE9nyd0YM9PQNlChrkMOdSk&s,,,,,,,,,,,,,,,,,,,,,Kamakhya Temple,,,,,,,
274,274,274,North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,3,4.5,650,No,,Wildlife,No,0.068,Morning,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",78.2882,23.2323,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXetQ8sJQRHt-kVw9Tu1xp1GsKe1Q2RtF34dOFkFgHOT2i66o8Rdr5MsCYET8&s,,,,,,,,,,,,,,,,,,,,,Kaziranga National Park,,,,,,,
275,275,275,North Eastern,Assam,Guwahati,Umananda Island,Island,Unknown,1,4.1,0,Yes,,Nature,Yes,0.01,Morning,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",79.0098,23.209,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2YCNsNsZlSgWKqhsGdVe5izol7bs-yXciw2fXYmjygXzTvTnid8hI1BYd4A&s,,,,,,,,,,,,,,,,,,,,,Umananda Island,,,,,,,
276,276,276,North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,1,4.7,0,No,,Historical,Yes,0.065,All,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",79.263,23.2085,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9tR6CYc2S130hR9HS1-ee3ZCrhux9eYq8Bxflh76PzywYET18fIyzrnlPOZ8&s,,,,,,,,,,,,,,,,,,,,,Sivasagar Sivadol,,,,,,,
277,277,277,North Eastern,Assam,Majuli,Majuli Island,River Island,Unknown,2,4.7,0,No,,Cultural,Yes,0.01,Morning,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",78.9608,23.0511,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShtW3UjRBiCWN9_vDGxqn5J7HfAGmnsMDzp2Aqz0AOlRJ303X0fjUMXLPP_A&s,,,,,,,,,,,,,,,,,,,,,Majuli Island,,,,,,,
278,278,278,North Eastern,Assam,Manas,Manas National Park,National Park,1990,3,4.6,500,No,,Wildlife,Yes,0.19,Morning,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",78.8273,23.0595,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBpPnm5f1Zd0e3bjY6lCBs4zFXweN_F_3-PlENA0a0m89WYC5lw9_aP-vlRg&s,,,,,,,,,,,,,,,,,,,,,Manas National Park,,,,,,,
279,279,279,North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,Unknown,1,4.5,0,No,,Religious,Yes,0.9,All,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",77.0628,23.0521,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeJeUKpE5e1rOK7cCBdUZD1EIcsnAd_Z7CMW3Fpr9PtgDgPqnbIRI96CeKLn4&s,,,,,,,,,,,,,,,,,,,,,Hayagriva Madhava Temple,,,,,,,
280,280,280,North Eastern,Assam,Guwahati,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,1987,2,4.4,500,Yes,,Wildlife,Yes,0.037,All,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",77.6347,23.095,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShfzhpnMB2tzYliMhFGKx_eDUslU26B_a-iMdqGjMw8xCk3KIVnCmc5Tc7oWU&s,,,,,,,,,,,,,,,,,,,,,Pobitora Wildlife Sanctuary,,,,,,,
281,281,281,North Eastern,Arunachal Pradesh,Tawang,Tawang Monastery,Monastery,1680,2,4.7,0,No,,Religious,No,0.032,Morning,The Land of the Rising Sun with lush valleys and monasteries.,77.2945,23.0836,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTg4_lI5PfozaDaxalLFrUNA0IRkwU8vleN1HNcwrOXsYiYy--NQXVBWQCTfQ&s,,,,,,,,,,,,,,,,,,,,,Tawang Monastery,,,,,,,
282,282,282,North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1901,1.5,4.5,10,Yes,Monday,Historical,Yes,0.035,All,Known for its palaces and diverse tribal culture.,76.358,23.052,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdGXiXNT_fo11XeiTVeWzP6Lyouj2o13g1Bu5CXwYbLabg4hCbS_3yz5d55Qg&s,,,,,,,,,,,,,,,,,,,,,Ujjayanta Palace,,,,,,,
283,283,283,North Eastern,Tripura,Dumboor,Dumboor Lake,Lake,Unknown,1,4.5,0,No,,Nature,Yes,0.01,Morning,Known for its palaces and diverse tribal culture.,76.1875,23.0593,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZljPCLw9hwwu3gWV1tuNNEMdeZiEwpH_wuHSxamvFN3u44SrLrshdFfGBvw&s,,,,,,,,,,,,,,,,,,,,,Dumboor Lake,,,,,,,
284,284,284,North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,1.5,4.5,20,No,,Historical,Yes,0.025,Morning,Known for its palaces and diverse tribal culture.,75.9433,23.0563,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDHNKzAduxU4KuzN6Yw03swt6l3xsJyNFcYl7TSBziaUiqR4RKJZ8U78BP-g&s,,,,,,,,,,,,,,,,,,,,,Unakoti Rock Carvings,,,,,,,
285,285,285,Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,1.5,4.6,0,No,,Nature,Yes,0.19,Morning,"Known for its dense forests, waterfalls, and tribal culture.",75.4885,23.0671,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpRvSSCspx1gwTEAykcv9I4Qmr3-ipZTKB7VMLiaadQ3qCXm2MT6bzeAukOw&s,,,,,,,,,,,,,,,,,,,,,Chitrakote Falls,,,,,,,
286,286,286,North Eastern,Nagaland,Dzükou Valley,Dzükou Valley,Valley,Unknown,3,4.7,0,No,,Trekking,Yes,0.01,Afternoon,Famous for its tribal culture and the Hornbill Festival.,74.5383,23.0695,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgT9ZBxbUpLtu3R599bTmpot3jX9UBGPZtENCrOdS23qwfv7MdtgQ8WA099g&s,,,,,,,,,,,,,,,,,,,,,Dzükou Valley,,,,,,,
287,287,287,Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,1,4.5,0,Yes,,Recreational,Yes,0.09,Morning,French colonial heritage town with beaches and spiritual retreats.,76.9651,23.0711,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtuBwu_1sF6Iq3fptTRq923Cpn0yai1GARhsfge1qscatt-Q5CpYHXTqbZkw&s,,,,,,,,,,,,,,,,,,,,,Promenade Beach,,,,,,,
288,288,288,Southern,Puducherry,Auroville,Auroville,Township,1968,2,4.1,0,Yes,,Cultural,Yes,0.035,All,French colonial heritage town with beaches and spiritual retreats.,78.1752,23.0763,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBZyp0u2hEVC9XWRimku1l5hwl9OfUkDAGQhxeJszd6cu__WnPqf_68-f2jqM&s,,,,,,,,,,,,,,,,,,,,,Auroville,,,,,,,
289,289,289,Southern,Puducherry,Puducherry,Paradise Beach,Beach,Unknown,1,4.5,200,Yes,,Recreational,Yes,0.015,Morning,French colonial heritage town with beaches and spiritual retreats.,77.063,23.0721,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMI_Bloqh7nolB6QAzjYCRr1lZgFapycrrMFGIJ6WfVOQErULl8oi9n0tVLsk&s,,,,,,,,,,,,,,,,,,,,,Paradise Beach,,,,,,,
290,290,290,Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,1.5,4.7,30,Yes,Monday,Historical,Yes,0.12,Afternoon,Tropical paradise known for beaches and marine life.,80.1708,23.0604,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFPHdmOlc5fUqu29g6KW-Ccf_t7JUwcBWsXKjs_STvVAJc-VAjd0ZicFmqHg&s,,,,,,,,,,,,,,,,,,,,,Cellular Jail,,,,,,,
291,291,291,Southern,Andaman and Nicobar Islands,Havelock Island,Radhanagar Beach,Beach,Unknown,1,4.8,0,No,,Nature,Yes,0.09,Morning,Tropical paradise known for beaches and marine life.,78.7704,23.0581,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvcB3qId9oHVoCl3nqozRALVXPV71oq1ZBk1BoWjYjGB19TcHbOrjEb_wmkXo&s,,,,,,,,,,,,,,,,,,,,,Radhanagar Beach,,,,,,,
292,292,292,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,1,4.5,0,No,,Nature,Yes,0.04,Morning,Tropical paradise known for beaches and marine life.,78.9788,23.0505,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyd_NpDErI-O4UrSoEmqIXJc9KCtgfxDjPMxvCcSzZYe8uUimOQTBJrW3V-g&s,,,,,,,,,,,,,,,,,,,,,Bharatpur Beach,,,,,,,
293,293,293,Southern,Andaman and Nicobar Islands,Baratang Island,Limestone Caves,Natural Feature,Unknown,1.5,4.4,250,No,,Nature,Yes,0.015,Morning,Tropical paradise known for beaches and marine life.,80.6001,23.0564,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxVeZGSjqyGQVOE-Kyqjw0G3WoXZHyM-z8x5TFj8LXMZsE-_NoM7jF8Pzlk7M&s,,,,,,,,,,,,,,,,,,,,,Limestone Caves,,,,,,,
294,294,294,Western,Daman and Diu,Diu,Naida Caves,Cave,Unknown,1,4.5,0,No,,Nature,Yes,0.6,Afternoon,Known for beaches and colonial history.,80.6345,23.0601,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiv6U3yJLAxydCMhcO1PM-aeuCn88tK8b2z0YGXt7QNBQlC4CGcQzTBBGdeNc&s,,,,,,,,,,,,,,,,,,,,,Naida Caves,,,,,,,
295,295,295,Western,Daman and Diu,Diu,Diu Fort,Fort,1535,1.5,4.6,0,No,,Historical,Yes,1.2,Afternoon,Known for beaches and colonial history.,78.2345,23.0541,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKmrjoWMm3_g83GPEQnVUN-cCQJRhb7zrqeDjj4PQCy1zNOvZmEf8F2BjCAxY&s,,,,,,,,,,,,,,,,,,,,,Diu Fort,,,,,,,
296,296,296,Eastern,Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,Unknown,1,4.7,0,Yes,,Religious,Yes,1.8,All,"Rich in minerals, forests, and wildlife sanctuaries.",80.5122,23.0471,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaE66GTNUSOab4DKCODhHfe-u8XOJNzeGWOp9T-A9y5TWM54f3zzBnsb8TpY&s,,,,,,,,,,,,,,,,,,,,,Baba Baidyanath Temple,,,,,,,
297,297,297,Eastern,Jharkhand,Ranchi,Pahari Mandir,Temple,Unknown,1,4.6,0,Yes,,Religious,Yes,0.13,All,"Rich in minerals, forests, and wildlife sanctuaries.",78.5077,23.0554,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAVB-haJLOLsnbOdrw2ovoDJXEu-afple1mMntlk-ViUPI6EmSqukm9UsgzVQ&s,,,,,,,,,,,,,,,,,,,,,Pahari Mandir,,,,,,,
298,298,298,Eastern,Bihar,Bodh Gaya,Mahabodhi Temple,Temple,-260,1.5,4.7,0,Yes,,Religious,Yes,0.2,All,Rich in ancient history with landmarks like Bodh Gaya and Nalanda.,78.4975,23.0563,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS304pPCv8LHaGCCqJgFBpJwRnZ7PpPWPZA5pJ3gqAHf-8zAfsbqWYLqNJvnQ&s,,,,,,,,,,,,,,,,,,,,,Mahabodhi Temple,,,,,,,
299,299,299,Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,Unknown,2.5,4.3,30,Yes,,Wildlife,Yes,0.5,All,Rich in ancient history with landmarks like Bodh Gaya and Nalanda.,78.5056,23.0583,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyj4SEPh690j3RVi9t67nQU8SobKEklceAm9f2J--j-3r06cZ5KAvEQmNS3uw&s,,,,,,,,,,,,,,,,,,,,,Sanjay Gandhi Biological Park,,,,,,,
300,300,300,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,1,4.7,0,Yes,,Religious,Yes,0.25,All,Rich in ancient history with landmarks like Bodh Gaya and Nalanda.,79.8915,23.0551,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzfw8pZWZXIYYTTmW3bIwJca9FeiTMOSMeJjZphfpuF49yY2VmTNm6g4demDM&s,,,,,,,,,,,,,,,,,,,,,Takhat Shri Harimandir Ji Patna Sahib,,,,,,,
301,301,301,Eastern,Bihar,Patna,Budhha Smriti Park,Park,Unknown,1,4.4,10,Yes,,Cultural,Yes,0.31,All,Rich in ancient history with landmarks like Bodh Gaya and Nalanda.,80.2465,23.0523,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNOGM3OODtkkVyctqUvq9MPhLrJUxI8aBzr-sQJ8RTrGVQoMY77jul1et75w&s,,,,,,,,,,,,,,,,,,,,,Budhha Smriti Park,,,,,,,
302,302,302,Northern,Haryana,Gurugram,Kingdom of Dreams,Entertainment,2010,3,4.4,1100,Yes,Monday,Entertainment,Yes,0.3,Afternoon,Known for its rich agricultural land and historic sites.,81.4284,23.0526,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9EsdLZp0nFLt5XTQ0Ed7V849PlaylhjP_o-DwDADuhiDbj64RJ-zqzEKw02k&s,,,,,,,,,,,,,,,,,,,,,Kingdom of Dreams,,,,,,,
303,303,303,Northern,Haryana,Gurugram,Ambience Mall,Mall,Unknown,2,4.6,0,Yes,,Shopping,Yes,1.2,Afternoon,Known for its rich agricultural land and historic sites.,79.2215,23.0582,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQoAWjFAPhXQteEQGbp-DK3DhfsPh4Gbk3jcvVmagDcH281mG4tlYTvGlR5Q&s,,,,,,,,,,,,,,,,,,,,,Ambience Mall,,,,,,,
304,304,304,Northern,Haryana,Gurugram,DLF CyberHub,Commercial Complex,Unknown,2,4.7,0,Yes,,Entertainment,Yes,0.71,Afternoon,Known for its rich agricultural land and historic sites.,77.6487,23.0528,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGTVIE4hkx01OYCmB-1G9K1s7Wu9zjFtL5HGlBQVVAzKF3AbdX6o8FHcb4_pI&s,,,,,,,,,,,,,,,,,,,,,DLF CyberHub,,,,,,,
305,305,305,Northern,Delhi,New Delhi,Gurudwara Bangla Sahib,Gurudwara,Unknown,1,4.8,0,Yes,,Religious,Yes,1.05,All,The capital city with a mix of ancient and modern attractions.,76.0665,23.0543,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgPzeFpRqgsyDuPCJoNp4sqV1dIqRIfqdPv7iiWcP7cSzrJseiM6-G-QNHgg&s,,,,,,,,,,,,,,,,,,,,,Gurudwara Bangla Sahib,,,,,,,
306,306,306,Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,1.5,4.8,0,No,,Religious,No,2,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,75.7655,23.0534,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7Y7mJNZZCnR9vU81fDvVeB4Ph6MGwxF680aOzLwoWvWhpI0apAxuwOfVqQ6Y&s,,,,,,,,,,,,,,,,,,,,,Kedarnath,,,,,,,
307,307,307,Central,Uttar Pradesh,Noida,DLF Mall of India,Mall,2016,2,4.6,0,Yes,,Shopping,Yes,1.5,All,Home to the Taj Mahal and sacred cities like Varanasi.,75.2724,23.0524,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFsXyZLiu5wHNj1Q_OjxEysiEyUEjRoIy9MtuuDQaghS4x101Iji9OnGh3hoE&s,,,,,,,,,,,,,,,,,,,,,DLF Mall of India,,,,,,,
308,308,308,Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,Unknown,2,4.2,0,Yes,,Shopping,Yes,0.45,All,Home to the Taj Mahal and sacred cities like Varanasi.,74.864,23.0519,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGvdweauGMjbojv5baTK6wAv8_iXIoHmWZci5wBOKdmJnIZ0yaQJtsLgLg4Q&s,,,,,,,,,,,,,,,,,,,,,The Grand Venice Mall,,,,,,,
309,309,309,Southern,Karnataka,Bengaluru,Wonderla Amusement Park,Amusement Park,2005,4,4.5,890,Yes,,Entertainment,Yes,0.95,All,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",78.1544,23.0503,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFWGL8EOIo12Rb-INo1mOaUOageRswv21n1A_JDuSTLba1hv7s5GZQl4xNGQ&s,,,,,,,,,,,,,,,,,,,,,Wonderla Amusement Park,,,,,,,
310,310,310,Eastern,Odisha,Bhubaneswar,Nandankanan Zoological Park,Zoo,1960,3,4.4,50,Yes,Monday,Wildlife,Yes,0.81,Afternoon,"Known for its temples, especially the Sun Temple at Konark.",76.0513,23.0491,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8gBvvpgn_xiLqtfDaZw2VkEXimTH33-WmJrodo5sIBaCyhTfjYRIjqF9W9Fo&s,,,,,,,,,,,,,,,,,,,,,Nandankanan Zoological Park,,,,,,,
311,311,311,Southern,Karnataka,Bengaluru,Orion Mall,Mall,2012,2,4.5,0,Yes,,Shopping,Yes,1.8,All,"Known for its IT hub Bengaluru, heritage sites, and coffee plantations.",76.0715,23.0499,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRv4yuxexgZoS2A3s_doDM_VikNUIVC0z34pLzjxpqFO-LcbbnmA1xzIkomj4w&s,,,,,,,,,,,,,,,,,,,,,Orion Mall,,,,,,,
312,312,312,Southern,Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,2,4.5,0,Yes,,Shopping,Yes,1.2,All,Home to historic Hyderabad and the Charminar.,76.1564,23.0497,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxA3BDNMTlGtTkSVyE6dmCNj--bV_TVLzf8jjZ_oxA4z4byCfgCxddF5ES5g&s,,,,,,,,,,,,,,,,,,,,,Inorbit Mall Cyberabad,,,,,,,
313,313,313,Northern,Delhi,New Delhi,Jama Masjid,Mosque,1656,1,4.5,0,Yes,,Historical,Yes,0.49,All,The capital city with a mix of ancient and modern attractions.,76.0623,23.0529,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjcZuiD7eamqZOE3MSZ2d6S6-Ya0DcQioovYhTZwwqSVACbInGktMPS1PeJu0&s,,,,,,,,,,,,,,,,,,,,,Jama Masjid,,,,,,,
314,314,314,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,1.5,4.7,0,Yes,,Religious,No,0.1,All,Famous for its Dravidian temples and cultural heritage.,76.0749,23.0539,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxO2l0oYAVAgVZoJPjwkw0hFMDUIOlw4TjPs7olg_PYjW93TQu1Xfg-N8uGw&s,,,,,,,,,,,,,,,,,,,,,Ramanathaswamy Temple,,,,,,,
315,315,315,Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,2,4.6,1500,Yes,Sunday,Sports,Yes,7.4,All,Home to the Taj Mahal and sacred cities like Varanasi.,76.993,23.0542,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThYIiqBKvuDDXWk_8iJYpezLT4eV36bvvtkYcL_ojv1i4zUbifIWE8Z89Kpw&s,,,,,,,,,,,,,,,,,,,,,Buddh International Circuit,,,,,,,
316,316,316,Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,2,4.6,0,Yes,,Shopping,Yes,0.35,All,Home to the Taj Mahal and sacred cities like Varanasi.,77.4915,23.0541,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR38gvTTE-tmnDhj29Hmyi3NYOmFAyJ8TCt2Gp6SUWbAEQsBUjY0rH71GJQPnA&s,,,,,,,,,,,,,,,,,,,,,Phoenix Palassio,,,,,,,
317,317,317,Southern,Kerala,Kochi,LuLu International Shopping Mall,Mall,2013,3,4.6,0,Yes,,Shopping,Yes,1.9,All,"Famous for its backwaters, beaches, and Ayurvedic treatments.",77.0361,23.054,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTt5ULyKFK0JASLF7uwVGJ3uCBbeE_exfKGZG2xNjeukGD86fyrnq4-AFg64cc&s,,,,,,,,,,,,,,,,,,,,,LuLu International Shopping Mall,,,,,,,
318,318,318,Northern,Delhi,New Delhi,Rail Museum,Museum,1977,2,4.4,50,Yes,Monday,Cultural,Yes,0.24,Morning,The capital city with a mix of ancient and modern attractions.,77.4202,23.053,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAazmjVhWmAYu8HWBWTcKCo4Ab7dnskAkCZE3BZJj8L2gMRSAX2G42saCcO48&s,,,,,,,,,,,,,,,,,,,,,Rail Museum,,,,,,,
319,319,319,North Eastern,Meghalaya,Cherrapunji,Living Root Bridge,Natural Feature,Unknown,2,4.6,0,No,,Nature,Yes,0.06,Morning,"Known for its hills, caves, and high rainfall.",77.0341,23.0513,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQfHe9x3LzL7czjivPy0rXB45GRmFtdbHfINcnbLojznYF777djMBnAn0Z_QQ&s,,,,,,,,,,,,,,,,,,,,,Living Root Bridge,,,,,,,
320,320,320,Western,Gujarat,Gandhinagar,Akshardham,Temple,1992,3,4.6,0,Yes,Monday,Religious,No,0.18,All,"Home to the Gir National Park, temples, and the Rann of Kutch.",77.1772,23.0525,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUZhHwFK5Ivvn6u8w75BbnhANhOe7d2FDSmW_ELX2kVL0duJCtRRfFRhtkCSc&s,,,,,,,,,,,,,,,,,,,,,Akshardham,,,,,,,
321,321,321,Central,Uttar Pradesh,Agra,Agra Fort,Fort,1565,2,4.5,40,Yes,,Historical,Yes,1.3,Afternoon,Home to the Taj Mahal and sacred cities like Varanasi.,76.1127,23.0521,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwFT3_NwjSJlEjPko1aRCm7j45B9DJOAlfHkavdj3kiyySmW34jety0F2Aog&s,,,,,,,,,,,,,,,,,,,,,Agra Fort,,,,,,,
322,322,322,Central,Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2013,2,4.7,10,Yes,Monday,Cultural,Yes,0.15,All,"Heart of India with temples, forts, and wildlife parks.",77.6425,23.0528,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzVl7v_x4xCGXdccsi5FQk67H5zKON4TfXTQ76BlRk7zdTbnhnaMPwB1bjA10&s,,,,,,,,,,,,,,,,,,,,,Madhya Pradesh Tribal Museum,,,,,,,
323,323,323,Northern,Rajasthan,Jaipur,City Palace,Palace,1727,2,4.4,200,Yes,,Historical,Yes,0.51,Morning,"Desert state famous for its palaces, forts, and rich culture.",76.0203,23.0518,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMpxb2q_intayQv3WBcl9eqp3yOzGBBvFfIXXe8uXJq0ggoB4iJpjPo3yzhQ&s,,,,,,,,,,,,,,,,,,,,,City Palace,,,,,,,
324,324,324,Northern,Rajasthan,Jaipur,Albert Hall Museum,Museum,1887,2,4.5,200,Yes,,Historical,Yes,0.63,All,"Desert state famous for its palaces, forts, and rich culture.",75.6344,23.051,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBn_20IgKGHBzGn3bLK4IKNFSVUbZORYaeEFut8klsN7wmuHvi1ddgzpb_hQ&s,,,,,,,,,,,,,,,,,,,,,Albert Hall Museum,,,,,,,
